year,appeal_id,Global cluster,plan_name,Current requirements US$,Funding_fts
2021,1014,Food Security,Sudan Humanitarian Response Plan 2021,638421164,244919142.5
2021,1014,Health,Sudan Humanitarian Response Plan 2021,230628039,64465154.3214286
2021,1014,Logistics,Sudan Humanitarian Response Plan 2021,35391805,18983328.5
2021,1014,Multi-sector,Sudan Humanitarian Response Plan 2021,5901340,14780217.5
2021,1014,Nutrition,Sudan Humanitarian Response Plan 2021,159687096,50516209.25
2021,1014,Protection,Sudan Humanitarian Response Plan 2021,267186030,58959976.5357143
2021,1014,Unspecified,Sudan Humanitarian Response Plan 2021,0,160821278
2021,1014,Water Sanitation Hygiene,Sudan Humanitarian Response Plan 2021,225141580,44585782.3214286
2021,1015,Coordination and support services,Ukraine Humanitarian Response Plan 2021,7215521,9012039.66666667
2021,1015,Education,Ukraine Humanitarian Response Plan 2021,5636794,4541093
2021,1015,Emergency Shelter and NFI,Ukraine Humanitarian Response Plan 2021,23141348,4419922.33333333
2021,1015,Food Security,Ukraine Humanitarian Response Plan 2021,20990405,6010461.33333333
2021,1015,Health,Ukraine Humanitarian Response Plan 2021,28732916,16581059.3333333
2021,1015,Multi-sector,Ukraine Humanitarian Response Plan 2021,5165404,3332937
2021,1015,Protection,Ukraine Humanitarian Response Plan 2021,50124363,20762600
2021,1015,Unspecified,Ukraine Humanitarian Response Plan 2021,0,27611392
2021,1015,Water Sanitation Hygiene,Ukraine Humanitarian Response Plan 2021,26976171,11019187.3333333
2021,1016,Coordination and support services,Colombia Plan de Respuesta Humanitario 2021,4019702,2830576.66071429
2021,1016,Early Recovery,Colombia Plan de Respuesta Humanitario 2021,28232232,3892103
2021,1016,Education,Colombia Plan de Respuesta Humanitario 2021,14150491,4005572
2021,1016,Emergency Shelter and NFI,Colombia Plan de Respuesta Humanitario 2021,536415,4235114.1
2021,1016,Food Security,Colombia Plan de Respuesta Humanitario 2021,34550959,15983524.9940476
2021,1016,Health,Colombia Plan de Respuesta Humanitario 2021,15282389,2785715.70833333
2021,1016,Multi-sector,Colombia Plan de Respuesta Humanitario 2021,0,6036432
2021,1016,Nutrition,Colombia Plan de Respuesta Humanitario 2021,0,383899
2021,1016,Protection,Colombia Plan de Respuesta Humanitario 2021,64090022,34129070.0428571
2021,1016,Unspecified,Colombia Plan de Respuesta Humanitario 2021,0,6876655
2021,1016,Water Sanitation Hygiene,Colombia Plan de Respuesta Humanitario 2021,13148095,2705445.49404762
2021,1024,Agriculture,Yemen Humanitarian Response Plan 2021,0,8815127
2021,1024,COVID-19,Yemen Humanitarian Response Plan 2021,0,644930
2021,1024,Camp Coordination / Management,Yemen Humanitarian Response Plan 2021,61340000,9806023
2021,1024,Coordination and support services,Yemen Humanitarian Response Plan 2021,75105053,52668101.5428571
2021,1024,Education,Yemen Humanitarian Response Plan 2021,257750026,95797184
2021,1024,Emergency Shelter and NFI,Yemen Humanitarian Response Plan 2021,207600000,47383087.8761905
2021,1024,Emergency Telecommunications,Yemen Humanitarian Response Plan 2021,3312450,3372760
2021,1024,Food Security,Yemen Humanitarian Response Plan 2021,1707979939,1154914215.91667
2021,1024,Health,Yemen Humanitarian Response Plan 2021,438800000,169772766.411905
2021,1024,Logistics,Yemen Humanitarian Response Plan 2021,51200000,45076858.1428571
2021,1024,Multi-sector,Yemen Humanitarian Response Plan 2021,58738565,15302704
2021,1024,Nutrition,Yemen Humanitarian Response Plan 2021,442926563,287218210.078571
2021,1024,Protection,Yemen Humanitarian Response Plan 2021,2.18e+08,157501714.035714
2021,1024,Unspecified,Yemen Humanitarian Response Plan 2021,0,229385568
2021,1024,Water Sanitation Hygiene,Yemen Humanitarian Response Plan 2021,330703801,91140548.9952381
2021,1025,Agriculture,République Centrafricaine Plan de Réponse Humanitaire 2021,0,3750000
2021,1025,COVID-19,République Centrafricaine Plan de Réponse Humanitaire 2021,0,595752
2021,1025,Camp Coordination / Management,République Centrafricaine Plan de Réponse Humanitaire 2021,0,180285.333333333
2021,1025,Coordination and support services,République Centrafricaine Plan de Réponse Humanitaire 2021,12400000,18587644.0833333
2021,1025,Early Recovery,République Centrafricaine Plan de Réponse Humanitaire 2021,0,2899632
2021,1025,Education,République Centrafricaine Plan de Réponse Humanitaire 2021,36090000,16994641.65
2021,1025,Emergency Shelter and NFI,République Centrafricaine Plan de Réponse Humanitaire 2021,20790000,14051316.5416667
2021,1025,Emergency Telecommunications,République Centrafricaine Plan de Réponse Humanitaire 2021,870000,138334
2021,1025,Food Security,République Centrafricaine Plan de Réponse Humanitaire 2021,1.68e+08,106140920.441667
2021,1025,Health,République Centrafricaine Plan de Réponse Humanitaire 2021,38800000,28787910.4166667
2021,1025,Logistics,République Centrafricaine Plan de Réponse Humanitaire 2021,22200000,25369644
2021,1025,Multi-sector,République Centrafricaine Plan de Réponse Humanitaire 2021,32210000,9848709
2021,1025,Nutrition,République Centrafricaine Plan de Réponse Humanitaire 2021,3.5e+07,22082726.9166667
2021,1025,Protection,République Centrafricaine Plan de Réponse Humanitaire 2021,40400000,33135839.9166667
2021,1025,Unspecified,République Centrafricaine Plan de Réponse Humanitaire 2021,0,98990326
2021,1025,Water Sanitation Hygiene,République Centrafricaine Plan de Réponse Humanitaire 2021,3.8e+07,18406956.575
2021,1026,Agriculture,République Démocratique du Congo Plan de Réponse Humanitaire 2021,0,3171000
2021,1026,Coordination and support services,République Démocratique du Congo Plan de Réponse Humanitaire 2021,35950000,20159658.3095238
2021,1026,Education,République Démocratique du Congo Plan de Réponse Humanitaire 2021,72216898,13239097.5
2021,1026,Emergency Shelter and NFI,République Démocratique du Congo Plan de Réponse Humanitaire 2021,163510926,28356805.0952381
2021,1026,Food Security,République Démocratique du Congo Plan de Réponse Humanitaire 2021,830883076,331918679.22619
2021,1026,Health,République Démocratique du Congo Plan de Réponse Humanitaire 2021,187181592,39817498.25
2021,1026,Logistics,République Démocratique du Congo Plan de Réponse Humanitaire 2021,79496053,10896385
2021,1026,Multi-sector,République Démocratique du Congo Plan de Réponse Humanitaire 2021,109200000,38428622.5
2021,1026,Nutrition,République Démocratique du Congo Plan de Réponse Humanitaire 2021,260464387,92072973.0595238
2021,1026,Protection,République Démocratique du Congo Plan de Réponse Humanitaire 2021,134456397,51746648.1071429
2021,1026,Unspecified,République Démocratique du Congo Plan de Réponse Humanitaire 2021,0,194021540
2021,1026,Water Sanitation Hygiene,République Démocratique du Congo Plan de Réponse Humanitaire 2021,110943974,47803911.952381
2021,1027,Coordination and support services,Libya Humanitarian Response Plan 2021,14400000,8937686
2021,1027,Education,Libya Humanitarian Response Plan 2021,8000013,1524390
2021,1027,Emergency Shelter and NFI,Libya Humanitarian Response Plan 2021,13177899,13518486
2021,1027,Emergency Telecommunications,Libya Humanitarian Response Plan 2021,821659,10613
2021,1027,Food Security,Libya Humanitarian Response Plan 2021,25028269,20915447
2021,1027,Health,Libya Humanitarian Response Plan 2021,40990000,18110610
2021,1027,Multi-sector,Libya Humanitarian Response Plan 2021,13210126,7420012
2021,1027,Protection,Libya Humanitarian Response Plan 2021,60494158,39849548
2021,1027,Unspecified,Libya Humanitarian Response Plan 2021,0,35064890
2021,1027,Water Sanitation Hygiene,Libya Humanitarian Response Plan 2021,1.3e+07,709760
2021,1028,Agriculture,Tchad Plan de Réponse Humanitaire 2021,1225249,
2021,1028,Camp Coordination / Management,Tchad Plan de Réponse Humanitaire 2021,7353271,
2021,1028,Coordination and support services,Tchad Plan de Réponse Humanitaire 2021,5667425,2335884
2021,1028,Early Recovery,Tchad Plan de Réponse Humanitaire 2021,1052669,
2021,1028,Education,Tchad Plan de Réponse Humanitaire 2021,28809054,5539198
2021,1028,Emergency Shelter and NFI,Tchad Plan de Réponse Humanitaire 2021,21326620,898671
2021,1028,Food Security,Tchad Plan de Réponse Humanitaire 2021,227239689,65868231
2021,1028,Health,Tchad Plan de Réponse Humanitaire 2021,28488529,14239689
2021,1028,Logistics,Tchad Plan de Réponse Humanitaire 2021,16665708,7236599
2021,1028,Multi-sector,Tchad Plan de Réponse Humanitaire 2021,143198963,47352765
2021,1028,Nutrition,Tchad Plan de Réponse Humanitaire 2021,79402203,19818802
2021,1028,Protection,Tchad Plan de Réponse Humanitaire 2021,32682420,4220808
2021,1028,Unspecified,Tchad Plan de Réponse Humanitaire 2021,0,21289822
2021,1028,Water Sanitation Hygiene,Tchad Plan de Réponse Humanitaire 2021,24410607,1848589
2021,1029,Coordination and support services,Venezuela Plan de Respuesta Humanitario 2021,7041703,3029316
2021,1029,Education,Venezuela Plan de Respuesta Humanitario 2021,104833149,12143691.0666667
2021,1029,Emergency Shelter and NFI,Venezuela Plan de Respuesta Humanitario 2021,45015681,7702024.5
2021,1029,Food Security,Venezuela Plan de Respuesta Humanitario 2021,89397740,43590929.7333333
2021,1029,Health,Venezuela Plan de Respuesta Humanitario 2021,234318510,46478140.8333333
2021,1029,Multi-sector,Venezuela Plan de Respuesta Humanitario 2021,0,39077506
2021,1029,Nutrition,Venezuela Plan de Respuesta Humanitario 2021,32712693,13090413.4166667
2021,1029,Protection,Venezuela Plan de Respuesta Humanitario 2021,75664149,38645277.45
2021,1029,Unspecified,Venezuela Plan de Respuesta Humanitario 2021,0,36469469
2021,1029,Water Sanitation Hygiene,Venezuela Plan de Respuesta Humanitario 2021,119114456,30784078
2021,1030,Agriculture,Cameroon Humanitarian Response Plan  2021,4171041,
2021,1030,COVID-19,Cameroon Humanitarian Response Plan  2021,0,1917
2021,1030,Coordination and support services,Cameroon Humanitarian Response Plan  2021,15801626,14656971
2021,1030,Early Recovery,Cameroon Humanitarian Response Plan  2021,16718273,2113076
2021,1030,Education,Cameroon Humanitarian Response Plan  2021,24981097,6681836
2021,1030,Emergency Shelter and NFI,Cameroon Humanitarian Response Plan  2021,16768553,4726852.33333333
2021,1030,Food Security,Cameroon Humanitarian Response Plan  2021,131117212,51927335.3333333
2021,1030,Health,Cameroon Humanitarian Response Plan  2021,18909328,12411385
2021,1030,Logistics,Cameroon Humanitarian Response Plan  2021,1814485,198351
2021,1030,Multi-sector,Cameroon Humanitarian Response Plan  2021,8679200,6328141
2021,1030,Nutrition,Cameroon Humanitarian Response Plan  2021,29130171,10900910
2021,1030,Protection,Cameroon Humanitarian Response Plan  2021,65614420,16047887
2021,1030,Unspecified,Cameroon Humanitarian Response Plan  2021,0,51721615
2021,1030,Water Sanitation Hygiene,Cameroon Humanitarian Response Plan  2021,27848909,9256800.33333333
2021,1031,Coordination and support services,Afghanistan Humanitarian Response Plan 2021,4260000,10745579
2021,1031,Education,Afghanistan Humanitarian Response Plan 2021,76540000,17572645.3333333
2021,1031,Emergency Shelter and NFI,Afghanistan Humanitarian Response Plan 2021,85900000,17801625.1666667
2021,1031,Food Security,Afghanistan Humanitarian Response Plan 2021,351300000,290929427.666667
2021,1031,Health,Afghanistan Humanitarian Response Plan 2021,1.18e+08,83965262.2619048
2021,1031,Logistics,Afghanistan Humanitarian Response Plan 2021,9e+06,6846379
2021,1031,Multi-sector,Afghanistan Humanitarian Response Plan 2021,0,60441661.5
2021,1031,Nutrition,Afghanistan Humanitarian Response Plan 2021,82099078,155390758.761905
2021,1031,Other,Afghanistan Humanitarian Response Plan 2021,0,4755866
2021,1031,Protection,Afghanistan Humanitarian Response Plan 2021,79367405,72759379.6428571
2021,1031,Unspecified,Afghanistan Humanitarian Response Plan 2021,0,46929157
2021,1031,Water Sanitation Hygiene,Afghanistan Humanitarian Response Plan 2021,62200000,34951885.6666667
2021,1032,COVID-19,Nigeria Humanitarian Response Plan 2021,0,1433039
2021,1032,Camp Coordination / Management,Nigeria Humanitarian Response Plan 2021,22946853,2511328
2021,1032,Coordination and support services,Nigeria Humanitarian Response Plan 2021,18940600,18056149.875
2021,1032,Early Recovery,Nigeria Humanitarian Response Plan 2021,65627336,20369443.375
2021,1032,Education,Nigeria Humanitarian Response Plan 2021,51252539,19113472
2021,1032,Emergency Shelter and NFI,Nigeria Humanitarian Response Plan 2021,63909939,30050817.375
2021,1032,Emergency Telecommunications,Nigeria Humanitarian Response Plan 2021,1967592,2431115
2021,1032,Food Security,Nigeria Humanitarian Response Plan 2021,353596157,198365442.5
2021,1032,Health,Nigeria Humanitarian Response Plan 2021,83730387,56899775.8035714
2021,1032,Logistics,Nigeria Humanitarian Response Plan 2021,30706203,33507624.375
2021,1032,Multi-sector,Nigeria Humanitarian Response Plan 2021,0,14719074
2021,1032,Nutrition,Nigeria Humanitarian Response Plan 2021,129212387,91804310.9702381
2021,1032,Other,Nigeria Humanitarian Response Plan 2021,0,3231477
2021,1032,Protection,Nigeria Humanitarian Response Plan 2021,91276443,111628292.922619
2021,1032,Unspecified,Nigeria Humanitarian Response Plan 2021,0,57602422
2021,1032,Water Sanitation Hygiene,Nigeria Humanitarian Response Plan 2021,92730602,65665415.8035714
2021,1033,Camp Coordination / Management,Niger Plan de Réponse Humanitaire 2021,97634,
2021,1033,Coordination and support services,Niger Plan de Réponse Humanitaire 2021,4700313,3294777.66666667
2021,1033,Early Recovery,Niger Plan de Réponse Humanitaire 2021,864308,
2021,1033,Education,Niger Plan de Réponse Humanitaire 2021,17334106,6359565.66666667
2021,1033,Emergency Shelter and NFI,Niger Plan de Réponse Humanitaire 2021,56239499,16243429.3333333
2021,1033,Emergency Telecommunications,Niger Plan de Réponse Humanitaire 2021,50000,
2021,1033,Food Security,Niger Plan de Réponse Humanitaire 2021,141855798,46569754
2021,1033,Health,Niger Plan de Réponse Humanitaire 2021,22082581,23524117.25
2021,1033,Logistics,Niger Plan de Réponse Humanitaire 2021,9661019,4314194
2021,1033,Multi-sector,Niger Plan de Réponse Humanitaire 2021,49366954,47092210
2021,1033,Nutrition,Niger Plan de Réponse Humanitaire 2021,104238418,17048366
2021,1033,Protection,Niger Plan de Réponse Humanitaire 2021,65926483,27166797.4166667
2021,1033,Unspecified,Niger Plan de Réponse Humanitaire 2021,0,35507068
2021,1033,Water Sanitation Hygiene,Niger Plan de Réponse Humanitaire 2021,50646167,6857719.66666667
2021,1034,Agriculture,Pakistan Humanitarian Response Plan 2021,85912,240615
2021,1034,COVID-19,Pakistan Humanitarian Response Plan 2021,0,731154.5
2021,1034,Coordination and support services,Pakistan Humanitarian Response Plan 2021,947040,444508
2021,1034,Education,Pakistan Humanitarian Response Plan 2021,43493058,2272632.66666667
2021,1034,Emergency Shelter and NFI,Pakistan Humanitarian Response Plan 2021,4627765,253941.5
2021,1034,Food Security,Pakistan Humanitarian Response Plan 2021,69714971,42919782.5
2021,1034,Health,Pakistan Humanitarian Response Plan 2021,42883149,26677436.6666667
2021,1034,Logistics,Pakistan Humanitarian Response Plan 2021,2882966,
2021,1034,Multi-sector,Pakistan Humanitarian Response Plan 2021,5825550,3960747
2021,1034,Nutrition,Pakistan Humanitarian Response Plan 2021,31286522,218047835.666667
2021,1034,Protection,Pakistan Humanitarian Response Plan 2021,99483117,6626440.83333333
2021,1034,Unspecified,Pakistan Humanitarian Response Plan 2021,0,32733041
2021,1034,Water Sanitation Hygiene,Pakistan Humanitarian Response Plan 2021,30813115,5364946.66666667
2021,1035,Camp Coordination / Management,Iraq Humanitarian Response Plan 2021,22771930,767931
2021,1035,Coordination and support services,Iraq Humanitarian Response Plan 2021,1.5e+07,9147852
2021,1035,Early Recovery,Iraq Humanitarian Response Plan 2021,24270400,12810582.5
2021,1035,Education,Iraq Humanitarian Response Plan 2021,41880102,14353989
2021,1035,Emergency Shelter and NFI,Iraq Humanitarian Response Plan 2021,38927782,5581338.16666667
2021,1035,Food Security,Iraq Humanitarian Response Plan 2021,75620264,30718827.5
2021,1035,Health,Iraq Humanitarian Response Plan 2021,75856210,36051907
2021,1035,Logistics,Iraq Humanitarian Response Plan 2021,0,232063
2021,1035,Multi-sector,Iraq Humanitarian Response Plan 2021,7.8e+07,11500000
2021,1035,Nutrition,Iraq Humanitarian Response Plan 2021,0,1378642.5
2021,1035,Protection,Iraq Humanitarian Response Plan 2021,160643331,80605383
2021,1035,Unspecified,Iraq Humanitarian Response Plan 2021,0,136770703
2021,1035,Water Sanitation Hygiene,Iraq Humanitarian Response Plan 2021,74226784,41237006.3333333
2021,1036,Camp Coordination / Management,Mali Plan de Réponse Humanitaire 2021,22750,
2021,1036,Coordination and support services,Mali Plan de Réponse Humanitaire 2021,14676973,8218180
2021,1036,Education,Mali Plan de Réponse Humanitaire 2021,47548358,6687644
2021,1036,Emergency Shelter and NFI,Mali Plan de Réponse Humanitaire 2021,18543005,12921495.6666667
2021,1036,Food Security,Mali Plan de Réponse Humanitaire 2021,234283833,62470043.0666667
2021,1036,Health,Mali Plan de Réponse Humanitaire 2021,26599882,20184880.7857143
2021,1036,Logistics,Mali Plan de Réponse Humanitaire 2021,970534,57762
2021,1036,Multi-sector,Mali Plan de Réponse Humanitaire 2021,9292503,9286383
2021,1036,Nutrition,Mali Plan de Réponse Humanitaire 2021,66485706,36616436.2857143
2021,1036,Protection,Mali Plan de Réponse Humanitaire 2021,93426737,16467093.4095238
2021,1036,Unspecified,Mali Plan de Réponse Humanitaire 2021,0,32251761
2021,1036,Water Sanitation Hygiene,Mali Plan de Réponse Humanitaire 2021,51436588,10877354.7857143
2021,1037,COVID-19,Burkina Faso Plan de Réponse Humanitaire 2021,0,480490.5
2021,1037,Camp Coordination / Management,Burkina Faso Plan de Réponse Humanitaire 2021,9035493,573246
2021,1037,Coordination and support services,Burkina Faso Plan de Réponse Humanitaire 2021,8900663,13385834
2021,1037,Early Recovery,Burkina Faso Plan de Réponse Humanitaire 2021,0,570000
2021,1037,Education,Burkina Faso Plan de Réponse Humanitaire 2021,47316563,4949596
2021,1037,Emergency Shelter and NFI,Burkina Faso Plan de Réponse Humanitaire 2021,57258760,15215389.3333333
2021,1037,Food Security,Burkina Faso Plan de Réponse Humanitaire 2021,250961411,87147408.3333333
2021,1037,Health,Burkina Faso Plan de Réponse Humanitaire 2021,41227795,13616905
2021,1037,Logistics,Burkina Faso Plan de Réponse Humanitaire 2021,2300000,453451
2021,1037,Multi-sector,Burkina Faso Plan de Réponse Humanitaire 2021,21430719,10412592
2021,1037,Nutrition,Burkina Faso Plan de Réponse Humanitaire 2021,46441612,33705538.5
2021,1037,Protection,Burkina Faso Plan de Réponse Humanitaire 2021,52020271,20829718
2021,1037,Unspecified,Burkina Faso Plan de Réponse Humanitaire 2021,0,76749715
2021,1037,Water Sanitation Hygiene,Burkina Faso Plan de Réponse Humanitaire 2021,70982607,19379477.3333333
2021,1039,COVID-19,Burundi Plan de Réponse Humanitaire 2021,0,819672
2021,1039,Coordination and support services,Burundi Plan de Réponse Humanitaire 2021,1800000,2514849
2021,1039,Education,Burundi Plan de Réponse Humanitaire 2021,5100000,1334962
2021,1039,Emergency Shelter and NFI,Burundi Plan de Réponse Humanitaire 2021,16301000,3175088
2021,1039,Food Security,Burundi Plan de Réponse Humanitaire 2021,25786000,20475106.5714286
2021,1039,Health,Burundi Plan de Réponse Humanitaire 2021,7538000,3732269.57142857
2021,1039,Logistics,Burundi Plan de Réponse Humanitaire 2021,1300000,250000
2021,1039,Multi-sector,Burundi Plan de Réponse Humanitaire 2021,90464000,7933925
2021,1039,Nutrition,Burundi Plan de Réponse Humanitaire 2021,14130000,8392989.57142857
2021,1039,Protection,Burundi Plan de Réponse Humanitaire 2021,21452000,4030190.71428571
2021,1039,Unspecified,Burundi Plan de Réponse Humanitaire 2021,0,19194013
2021,1039,Water Sanitation Hygiene,Burundi Plan de Réponse Humanitaire 2021,10813000,5237420.57142857
2021,1040,Agriculture,Mozambique Humanitarian Response Plan 2021,0,3179902
2021,1040,Camp Coordination / Management,Mozambique Humanitarian Response Plan 2021,7349995,424125
2021,1040,Coordination and support services,Mozambique Humanitarian Response Plan 2021,3129549,3059931.25
2021,1040,Early Recovery,Mozambique Humanitarian Response Plan 2021,180000,73953
2021,1040,Education,Mozambique Humanitarian Response Plan 2021,5391164,7020968.25
2021,1040,Emergency Shelter and NFI,Mozambique Humanitarian Response Plan 2021,28204001,9030079.33333333
2021,1040,Food Security,Mozambique Humanitarian Response Plan 2021,135755337,100396110.666667
2021,1040,Health,Mozambique Humanitarian Response Plan 2021,10696362,13454870.2
2021,1040,Logistics,Mozambique Humanitarian Response Plan 2021,3088500,4785255
2021,1040,Multi-sector,Mozambique Humanitarian Response Plan 2021,0,3275647
2021,1040,Nutrition,Mozambique Humanitarian Response Plan 2021,1.5e+07,6654299
2021,1040,Protection,Mozambique Humanitarian Response Plan 2021,21284997,31781185.1
2021,1040,Unspecified,Mozambique Humanitarian Response Plan 2021,0,18502374
2021,1040,Water Sanitation Hygiene,Mozambique Humanitarian Response Plan 2021,24000451,16954772
2021,1041,Agriculture,Ethiopia Humanitarian Response Plan 2021,46500000,17539835.6666667
2021,1041,COVID-19,Ethiopia Humanitarian Response Plan 2021,0,3104315.5
2021,1041,Camp Coordination / Management,Ethiopia Humanitarian Response Plan 2021,25900000,6573757
2021,1041,Coordination and support services,Ethiopia Humanitarian Response Plan 2021,18327181,22718997
2021,1041,Early Recovery,Ethiopia Humanitarian Response Plan 2021,0,358990
2021,1041,Education,Ethiopia Humanitarian Response Plan 2021,19500000,13495569
2021,1041,Emergency Shelter and NFI,Ethiopia Humanitarian Response Plan 2021,51700000,22821533.2857143
2021,1041,Emergency Telecommunications,Ethiopia Humanitarian Response Plan 2021,0,248500
2021,1041,Food Security,Ethiopia Humanitarian Response Plan 2021,858900000,195108171.666667
2021,1041,Health,Ethiopia Humanitarian Response Plan 2021,9.6e+07,30524129.1309524
2021,1041,Logistics,Ethiopia Humanitarian Response Plan 2021,1.2e+07,1784395
2021,1041,Multi-sector,Ethiopia Humanitarian Response Plan 2021,0,8918394
2021,1041,Nutrition,Ethiopia Humanitarian Response Plan 2021,181100000,94565650.5833333
2021,1041,Protection,Ethiopia Humanitarian Response Plan 2021,1e+08,28568004.7166667
2021,1041,Unspecified,Ethiopia Humanitarian Response Plan 2021,0,193168965
2021,1041,Water Sanitation Hygiene,Ethiopia Humanitarian Response Plan 2021,78100000,41358760.45
2021,1042,Agriculture,Zimbabwe Humanitarian Response Plan 2021,796500,
2021,1042,COVID-19,Zimbabwe Humanitarian Response Plan 2021,0,130309.5
2021,1042,Camp Coordination / Management,Zimbabwe Humanitarian Response Plan 2021,1474000,605327
2021,1042,Coordination and support services,Zimbabwe Humanitarian Response Plan 2021,2194636,849789.75
2021,1042,Education,Zimbabwe Humanitarian Response Plan 2021,20983185,3026634
2021,1042,Emergency Shelter and NFI,Zimbabwe Humanitarian Response Plan 2021,9448186,
2021,1042,Food Security,Zimbabwe Humanitarian Response Plan 2021,353316655,58373010.6666667
2021,1042,Health,Zimbabwe Humanitarian Response Plan 2021,48937372,7191132.16666667
2021,1042,Multi-sector,Zimbabwe Humanitarian Response Plan 2021,171000,
2021,1042,Nutrition,Zimbabwe Humanitarian Response Plan 2021,11611948,2354419
2021,1042,Protection,Zimbabwe Humanitarian Response Plan 2021,18821484,7955323.75
2021,1042,Unspecified,Zimbabwe Humanitarian Response Plan 2021,0,5253746
2021,1042,Water Sanitation Hygiene,Zimbabwe Humanitarian Response Plan 2021,39014260,9751138.16666667
2021,1043,Camp Coordination / Management,Haiti Plan de Réponse Humanitaire 2021,0,62500
2021,1043,Coordination and support services,Haiti Plan de Réponse Humanitaire 2021,1800000,2159312.5
2021,1043,Education,Haiti Plan de Réponse Humanitaire 2021,1.5e+07,
2021,1043,Emergency Shelter and NFI,Haiti Plan de Réponse Humanitaire 2021,10700000,4211137.25
2021,1043,Food Security,Haiti Plan de Réponse Humanitaire 2021,1.56e+08,27876866.25
2021,1043,Health,Haiti Plan de Réponse Humanitaire 2021,1.5e+07,271389.5
2021,1043,Logistics,Haiti Plan de Réponse Humanitaire 2021,8500000,2942869
2021,1043,Multi-sector,Haiti Plan de Réponse Humanitaire 2021,0,
2021,1043,Nutrition,Haiti Plan de Réponse Humanitaire 2021,5200000,8098142.75
2021,1043,Protection,Haiti Plan de Réponse Humanitaire 2021,11395167,8522497.25
2021,1043,Unspecified,Haiti Plan de Réponse Humanitaire 2021,0,7149200
2021,1043,Water Sanitation Hygiene,Haiti Plan de Réponse Humanitaire 2021,1.2e+07,3698168.5
2021,1044,Agriculture,Syria Humanitarian Response Plan 2021,0,646027
2021,1044,COVID-19,Syria Humanitarian Response Plan 2021,0,1421554.5
2021,1044,Camp Coordination / Management,Syria Humanitarian Response Plan 2021,25753150,8911408
2021,1044,Coordination and support services,Syria Humanitarian Response Plan 2021,40323676,84983731.4166667
2021,1044,Early Recovery,Syria Humanitarian Response Plan 2021,233314391,24595296.1904762
2021,1044,Education,Syria Humanitarian Response Plan 2021,298996858,64850971.5
2021,1044,Emergency Shelter and NFI,Syria Humanitarian Response Plan 2021,521936767,197841255.119048
2021,1044,Emergency Telecommunications,Syria Humanitarian Response Plan 2021,429405,
2021,1044,Food Security,Syria Humanitarian Response Plan 2021,1630441235,575695633.202381
2021,1044,Health,Syria Humanitarian Response Plan 2021,575997577,249726720.72381
2021,1044,Logistics,Syria Humanitarian Response Plan 2021,13598324,9103318
2021,1044,Multi-sector,Syria Humanitarian Response Plan 2021,0,16451954
2021,1044,Nutrition,Syria Humanitarian Response Plan 2021,184430268,62428099
2021,1044,Other,Syria Humanitarian Response Plan 2021,0,21192
2021,1044,Protection,Syria Humanitarian Response Plan 2021,403677174,181909996.728571
2021,1044,Unspecified,Syria Humanitarian Response Plan 2021,0,331637065
2021,1044,Water Sanitation Hygiene,Syria Humanitarian Response Plan 2021,295517877,168047915.619048
2021,1045,Agriculture,Honduras Flash Appeal 2020-2021,0,1283333.33333333
2021,1045,Camp Coordination / Management,Honduras Flash Appeal 2020-2021,10572000,1100000
2021,1045,Coordination and support services,Honduras Flash Appeal 2020-2021,250000,75000
2021,1045,Education,Honduras Flash Appeal 2020-2021,410000,
2021,1045,Emergency Shelter and NFI,Honduras Flash Appeal 2020-2021,8102849,9469127.83333333
2021,1045,Food Security,Honduras Flash Appeal 2020-2021,3.5e+07,30256953.5
2021,1045,Health,Honduras Flash Appeal 2020-2021,8100000,1583863.5
2021,1045,Logistics,Honduras Flash Appeal 2020-2021,0,2261100
2021,1045,Multi-sector,Honduras Flash Appeal 2020-2021,0,1e+06
2021,1045,Nutrition,Honduras Flash Appeal 2020-2021,0,2422800
2021,1045,Protection,Honduras Flash Appeal 2020-2021,11415000,3935830.5
2021,1045,Unspecified,Honduras Flash Appeal 2020-2021,0,9098595
2021,1045,Water Sanitation Hygiene,Honduras Flash Appeal 2020-2021,16240000,10863784.3333333
2021,1046,Camp Coordination / Management,Myanmar Humanitarian Response Plan 2021,0,316281.5
2021,1046,Coordination and support services,Myanmar Humanitarian Response Plan 2021,4380000,4821637
2021,1046,Education,Myanmar Humanitarian Response Plan 2021,34041349,2770343
2021,1046,Emergency Shelter and NFI,Myanmar Humanitarian Response Plan 2021,36777187,6897110.16666667
2021,1046,Food Security,Myanmar Humanitarian Response Plan 2021,79307680,79313694.7666667
2021,1046,Health,Myanmar Humanitarian Response Plan 2021,29097573,11416686.0476191
2021,1046,Multi-sector,Myanmar Humanitarian Response Plan 2021,0,7106650
2021,1046,Nutrition,Myanmar Humanitarian Response Plan 2021,21234528,9469814
2021,1046,Other,Myanmar Humanitarian Response Plan 2021,0,201687
2021,1046,Protection,Myanmar Humanitarian Response Plan 2021,36953345,32497874.4
2021,1046,Unspecified,Myanmar Humanitarian Response Plan 2021,0,54368201
2021,1046,Water Sanitation Hygiene,Myanmar Humanitarian Response Plan 2021,34664276,15814736.1190476
2021,1047,Agriculture,Madagascar's Grand Sud Flash Appeal 2021,0,4e+05
2021,1047,Coordination and support services,Madagascar's Grand Sud Flash Appeal 2021,91417,59320
2021,1047,Education,Madagascar's Grand Sud Flash Appeal 2021,5687500,2100000
